25-Apr-19 13:13:40,859|INFO |L.init             |main                       |Lightstreamer Server 7.0.3 build 1885.8
25-Apr-19 13:13:40,870|INFO |L.init             |main                       |Server launched on Java Virtual Machine: Oracle Corporation, Java HotSpot(TM) 64-Bit Server VM, 25.202-b08, 1.8.0_202-b08 on Windows 10
25-Apr-19 13:13:40,886|INFO |L.license          |main                       |License correctly bound with the following parameter(s):
25-Apr-19 13:13:40,887|INFO |L.license          |main                       |        Product                          : LS-SERVER
25-Apr-19 13:13:40,887|INFO |L.license          |main                       |        Edition                          : ENTERPRISE
25-Apr-19 13:13:40,887|INFO |L.license          |main                       |        License Type                     : DEMO
25-Apr-19 13:13:40,887|INFO |L.license          |main                       |        Contract Id                      : DEMO
25-Apr-19 13:13:40,888|INFO |L.init             |main                       |        Mobile Push Notifications        : enabled
25-Apr-19 13:13:40,888|INFO |L.init             |main                       |        Max Message Rate (Downstream)    : unlimited
25-Apr-19 13:13:40,892|INFO |L.init             |main                       |        JMX Management API               : enabled
25-Apr-19 13:13:40,892|INFO |L.init             |main                       |        Bandwidth Control                : enabled
25-Apr-19 13:13:40,892|INFO |L.init             |main                       |        TLS/SSL Support                  : enabled
25-Apr-19 13:13:40,892|INFO |L.init             |main                       |        Web Client API                   : enabled (all versions)
25-Apr-19 13:13:40,892|INFO |L.init             |main                       |        Android Client API               : enabled (all versions)
25-Apr-19 13:13:40,892|INFO |L.init             |main                       |        iOS Client API                   : enabled (all versions)
25-Apr-19 13:13:40,893|INFO |L.init             |main                       |        .NET Standard Client API         : enabled (all versions)
25-Apr-19 13:13:40,893|INFO |L.init             |main                       |        BlackBerry Client API            : enabled (all versions)
25-Apr-19 13:13:40,894|INFO |L.init             |main                       |        Flash Client API                 : enabled (all versions)
25-Apr-19 13:13:40,894|INFO |L.init             |main                       |        Flex and AIR Client API          : enabled (all versions)
25-Apr-19 13:13:40,895|INFO |L.init             |main                       |        Java ME Client API               : enabled (all versions)
25-Apr-19 13:13:40,895|INFO |L.init             |main                       |        Java SE Client API               : enabled (all versions)
25-Apr-19 13:13:40,895|INFO |L.init             |main                       |        Node.js Client API               : enabled (all versions)
25-Apr-19 13:13:40,900|INFO |L.init             |main                       |        macOS Client API                 : enabled (all versions)
25-Apr-19 13:13:40,900|INFO |L.init             |main                       |        Silverlight Client API           : enabled (all versions)
25-Apr-19 13:13:40,901|INFO |L.init             |main                       |        tvOS Cllient API                 : enabled (all versions)
25-Apr-19 13:13:40,901|INFO |L.init             |main                       |        watchOS Client API               : enabled (all versions)
25-Apr-19 13:13:40,902|INFO |L.init             |main                       |        Generic Clients (TLCP Protocol)  : enabled (all versions)
25-Apr-19 13:13:40,902|WARN |L.init             |main                       |Lightstreamer Server is running with a Demo license, which has a limit of 20 concurrent users and can be used for evaluation, development, and testing, but not for production. If you need to evaluate Lightstreamer Server without this user limit, or need any information on the other license types, please contact info@lightstreamer.com
25-Apr-19 13:13:41,454|INFO |L.init             |main                       |Number of detected cores: 8
25-Apr-19 13:13:41,455|INFO |L.init             |main                       |Lightstreamer Server starting in ENTERPRISE edition.
25-Apr-19 13:13:41,804|INFO |L.init             |main                       |Started RMI server for JMX on port 8888.
25-Apr-19 13:13:41,807|INFO |L.init             |ng of RMI Connector for JMX|Binding of RMI Connector for JMX on port 8888 (communication on port 8888) started...
25-Apr-19 13:13:41,962|INFO |L.init             |ng of RMI Connector for JMX|Binding of RMI Connector for JMX on port 8888 (communication on port 8888) successful.
25-Apr-19 13:13:41,964|INFO |L.init             |Connector reachability test|Test of reachability of the JMX Connector at localhost:8888 started...
25-Apr-19 13:13:41,979|INFO |L.init             |Connector reachability test|Test of reachability of the JMX Connector at localhost:8888 successful.
25-Apr-19 13:13:42,034|INFO |L.init             |nnector for Platform mbeans|Binding of RMI Connector for Platform mbeans on port 8888 (communication on port 8888) started...
25-Apr-19 13:13:42,037|INFO |L.init             |nnector for Platform mbeans|Binding of RMI Connector for Platform mbeans on port 8888 (communication on port 8888) successful.
25-Apr-19 13:13:42,039|INFO |L.init             |main                       |SERVER pool size set by default at 1000.
25-Apr-19 13:13:42,111|WARN |L.init             |main                       |THE MONITORING DASHBOARD IS NOT PASSWORD PROTECTED. Remember to protect it in production! For more details, see PRODUCTION_SECURITY_NOTES.TXT.
25-Apr-19 13:13:42,123|INFO |L.init             |main                       |Pump pool size set by default at 8.
25-Apr-19 13:13:42,635|INFO |L.init             |main                       |Events pool size set by default at 8.
25-Apr-19 13:13:42,654|INFO |L.init             |main                       |Snapshot pool size set by default at 10.
25-Apr-19 13:13:42,704|INFO |L.init             |main                       |data_provider element without name attribute; using DEFAULT as the default name.
25-Apr-19 13:13:42,733|INFO |L.init             |Init for HELLOWORLD        |Loading Metadata Adapter for Adapter Set HELLOWORLD
25-Apr-19 13:13:42,733|INFO |L.init             |Init for WELCOME           |Loading Metadata Adapter for Adapter Set WELCOME
25-Apr-19 13:13:42,736|INFO |L.init             |Init for HELLOWORLD        |Finished loading Metadata Adapter for Adapter Set HELLOWORLD
25-Apr-19 13:13:42,840|INFO |L.init             |Init for HELLOWORLD.DEFAULT|Loading Data Adapter HELLOWORLD.DEFAULT
25-Apr-19 13:13:42,846|INFO |L.init             |Init for HELLOWORLD.DEFAULT|Finished loading Data Adapter HELLOWORLD.DEFAULT
25-Apr-19 13:13:43,008|INFO |L.init             |Init for WELCOME           |Finished loading Metadata Adapter for Adapter Set WELCOME
25-Apr-19 13:13:43,010|INFO |L.init             |Init for WELCOME.TELEMETRY |Loading Data Adapter WELCOME.TELEMETRY
25-Apr-19 13:13:43,010|INFO |L.init             |Init for WELCOME.CHAT      |Loading Data Adapter WELCOME.CHAT
25-Apr-19 13:13:43,010|INFO |L.init             |Init for WELCOME.ROOMBALL  |Loading Data Adapter WELCOME.ROOMBALL
25-Apr-19 13:13:43,010|INFO |L.init             |Init for WELCOME.STOCKS    |Loading Data Adapter WELCOME.STOCKS
25-Apr-19 13:13:43,016|INFO |L.init             |Init for WELCOME.TELEMETRY |Finished loading Data Adapter WELCOME.TELEMETRY
25-Apr-19 13:13:43,022|INFO |L.init             |Init for WELCOME.STOCKS    |Finished loading Data Adapter WELCOME.STOCKS
25-Apr-19 13:13:43,023|INFO |L.init             |Init for WELCOME.ROOMBALL  |Finished loading Data Adapter WELCOME.ROOMBALL
25-Apr-19 13:13:43,024|INFO |L.init             |Init for WELCOME.CHAT      |Finished loading Data Adapter WELCOME.CHAT
25-Apr-19 13:13:43,041|INFO |L.init             |main                       |Selector pool size set by default at 8.
25-Apr-19 13:13:43,042|INFO |L.init             |main                       |Selector maximum load set by default at 0.
25-Apr-19 13:13:43,071|INFO |L.init             |main                       |Created selector thread: NIO TLS/SSL HANDSHAKE SELECTOR 1.
25-Apr-19 13:13:43,073|INFO |L.init             |main                       |Created selector thread: NIO TLS/SSL HANDSHAKE SELECTOR 2.
25-Apr-19 13:13:43,074|INFO |L.init             |main                       |Created selector thread: NIO TLS/SSL HANDSHAKE SELECTOR 3.
25-Apr-19 13:13:43,076|INFO |L.init             |main                       |Created selector thread: NIO TLS/SSL HANDSHAKE SELECTOR 4.
25-Apr-19 13:13:43,077|INFO |L.init             |main                       |Created selector thread: NIO TLS/SSL HANDSHAKE SELECTOR 5.
25-Apr-19 13:13:43,078|INFO |L.init             |main                       |Created selector thread: NIO TLS/SSL HANDSHAKE SELECTOR 6.
25-Apr-19 13:13:43,080|INFO |L.init             |main                       |Created selector thread: NIO TLS/SSL HANDSHAKE SELECTOR 7.
25-Apr-19 13:13:43,082|INFO |L.init             |main                       |Created selector thread: NIO TLS/SSL HANDSHAKE SELECTOR 8.
25-Apr-19 13:13:43,090|INFO |L.init             |main                       |Created selector thread: NIO WRITE SELECTOR 1.
25-Apr-19 13:13:43,091|INFO |L.init             |main                       |Created selector thread: NIO WRITE SELECTOR 2.
25-Apr-19 13:13:43,093|INFO |L.init             |main                       |Created selector thread: NIO WRITE SELECTOR 3.
25-Apr-19 13:13:43,094|INFO |L.init             |main                       |Created selector thread: NIO WRITE SELECTOR 4.
25-Apr-19 13:13:43,096|INFO |L.init             |main                       |Created selector thread: NIO WRITE SELECTOR 5.
25-Apr-19 13:13:43,097|INFO |L.init             |main                       |Created selector thread: NIO WRITE SELECTOR 6.
25-Apr-19 13:13:43,098|INFO |L.init             |main                       |Created selector thread: NIO WRITE SELECTOR 7.
25-Apr-19 13:13:43,100|INFO |L.init             |main                       |Created selector thread: NIO WRITE SELECTOR 8.
25-Apr-19 13:13:43,105|INFO |L.init             |main                       |Created selector thread: NIO READ SELECTOR 1.
25-Apr-19 13:13:43,106|INFO |L.init             |main                       |Created selector thread: NIO READ SELECTOR 2.
25-Apr-19 13:13:43,107|INFO |L.init             |main                       |Created selector thread: NIO READ SELECTOR 3.
25-Apr-19 13:13:43,109|INFO |L.init             |main                       |Created selector thread: NIO READ SELECTOR 4.
25-Apr-19 13:13:43,112|INFO |L.init             |main                       |Created selector thread: NIO READ SELECTOR 5.
25-Apr-19 13:13:43,114|INFO |L.init             |main                       |Created selector thread: NIO READ SELECTOR 6.
25-Apr-19 13:13:43,116|INFO |L.init             |main                       |Created selector thread: NIO READ SELECTOR 7.
25-Apr-19 13:13:43,117|INFO |L.init             |main                       |Created selector thread: NIO READ SELECTOR 8.
25-Apr-19 13:13:43,119|INFO |L.init             |main                       |Created selector thread: NIO CHECK SELECTOR 1.
25-Apr-19 13:13:43,120|INFO |L.init             |main                       |Created selector thread: NIO CHECK SELECTOR 2.
25-Apr-19 13:13:43,122|INFO |L.init             |main                       |Created selector thread: NIO CHECK SELECTOR 3.
25-Apr-19 13:13:43,124|INFO |L.init             |main                       |Created selector thread: NIO CHECK SELECTOR 4.
25-Apr-19 13:13:43,126|INFO |L.init             |main                       |Created selector thread: NIO CHECK SELECTOR 5.
25-Apr-19 13:13:43,127|INFO |L.init             |main                       |Created selector thread: NIO CHECK SELECTOR 6.
25-Apr-19 13:13:43,129|INFO |L.init             |main                       |Created selector thread: NIO CHECK SELECTOR 7.
25-Apr-19 13:13:43,130|INFO |L.init             |main                       |Created selector thread: NIO CHECK SELECTOR 8.
25-Apr-19 13:13:43,136|INFO |L.init             |main                       |Lightstreamer Server initialized.
25-Apr-19 13:13:43,137|INFO |L.init             |main                       |Lightstreamer Server 7.0.3 build 1885.8 starting...
25-Apr-19 13:13:43,147|INFO |L.init             |main                       |Server "Lightstreamer HTTP Server" listening to *:8080 ...
25-Apr-19 13:13:43,520|INFO |streamerMonitorText|Timer-0                    |Total threads = 94, Total heap = 257425408 (free = 212289880), Sessions = 0 (max = 0), New sessions = [+0, -0], Connections = 0 (max = 0), New connections = [+0, -0], In-pool threads = 36, Active threads = 0, Available threads = 36, Queued tasks = 0, Pool queue wait = 0, NIO write queue = 0, NIO write queue wait = 0, NIO write selectors = 8, NIO total selectors = 32, Subscribed items = 0 (for 0 subscriptions), Inbound throughput = 0 updates/s (pre-filtered = 0), Outbound throughput = 0 updates/s (0 kbit/s, max = 0), Lost updates = 0 (total = 0), Total bytes sent = 0, Client messages throughput = 0 msgs/s (0 kbit/s, max = 0), Total messages handled = 0, Extra sleep = 0, Notify delay = 0
25-Apr-19 13:14:09,600|INFO |L.requests         |SERVER POOLED THREAD 9     |Serving request: /lightstreamer/create_session.js --> LS_op2=create&LS_phase=8201&LS_cause=new.api&LS_polling=true&LS_polling_millis=0&LS_idle_millis=0&LS_cid=pcYgxn8m8 feOojyA1T681f3g2.pz479mDv&LS_adapter_set=HELLOWORLD&LS_container=lsc& on "Lightstreamer HTTP Server" from 0:0:0:0:0:0:0:1:65396
25-Apr-19 13:14:09,716|INFO |L.requests         |SERVER POOLED THREAD 7     |Starting new session: Sd29353e28dc3ab98Mc2cT1409683 (javascript_client 7.2.0 build 1777) on "Lightstreamer HTTP Server" from 0:0:0:0:0:0:0:1:65396
25-Apr-19 13:14:10,350|INFO |L.requests         |SERVER POOLED THREAD 9     |Serving request: bind_session -> LS_session=Sd29353e28dc3ab98Mc2cT1409683&LS_phase=8203&LS_cause=loop1&LS_container=lsc& on "Lightstreamer HTTP Server" from 0:0:0:0:0:0:0:1:65398
25-Apr-19 13:14:10,352|INFO |L.requests         |SERVER POOLED THREAD 9     |Attaching session: Sd29353e28dc3ab98Mc2cT1409683 on "Lightstreamer HTTP Server" from 0:0:0:0:0:0:0:1:65398
25-Apr-19 13:14:10,540|INFO |L.requests         |SERVER POOLED THREAD 9     |Serving request: control -> LS_mode=MERGE&LS_id=greetings&LS_schema=message%20timestamp&LS_snapshot=true&LS_table=1&LS_req_phase=2&LS_win_phase=1&LS_op=add&LS_session=Sd29353e28dc3ab98Mc2cT1409683& on "Lightstreamer HTTP Server" from 0:0:0:0:0:0:0:1:65398
25-Apr-19 13:14:10,557|INFO |L.requests         |SERVER POOLED THREAD 9     |Controlling session: Sd29353e28dc3ab98Mc2cT1409683 on "Lightstreamer HTTP Server" from 0:0:0:0:0:0:0:1:65398
